,director_id,director_name
902,2053,Bill Paxton
903,1577,Richard Kelly
904,68352,Carter Smith
905,19304,John Schlesinger
906,26767,Ringo Lam
907,73499,Bruce McCulloch
908,437833,Patricia Riggen
909,8392,Pascal Chaumeil
910,42171,Jonathan Kaplan
911,22676,Ole Bornedal
912,24318,Richard Benjamin
913,63709,Craig R. Baxley
914,53333,John Hillcoat
915,6778,John Guillermin
916,74062,Marcos Siega
917,56891,Rachel Talalay
918,109695,Jeffrey W. Byrd
919,56205,Atom Egoyan
920,11057,Robert Towne
921,65314,Giuseppe Tornatore
922,6818,Werner Herzog
923,93592,Jérôme Deschamps
924,151175,Pascal Hérold
925,1051654,Macha Makeïeff
926,115999,Inna Evlannikova
927,116000,Svyatoslav Ushakov
928,83730,Jonathan English
929,38131,Sergey Bondarchuk
930,70703,Teddy Chan
931,16214,Mario Van Peebles
932,1749,Leonard Nimoy
933,18378,Herbert Ross
934,5149,Bonnie Hunt
935,58689,Neil LaBute
936,31511,Grant Heslov
937,21792,George Gallo
938,39996,Sidney Lumet
939,32983,Douglas McGrath
940,1979,Kevin Spacey
941,116100,Richard Williams
942,130482,Mary McGuckian
943,3417,Tony Goldwyn
944,558177,Jonathan Newman
945,84165,Michael Dinner
946,15663,Joseph Sargent
947,59635,Jerry Zaks
948,29783,Fred Durst
949,48583,Anne Fontaine
950,25873,Jon Cassar
951,6495,Mira Nair
952,14639,Mel Brooks
953,934,Russell Crowe
954,16853,Jessie Nelson
955,235820,Christopher Spencer
956,69498,Mike Bigelow
957,12632,Daniel Sackheim
958,13614,Deborah Kaplan
959,13615,Harry Elfont
960,15868,Uli Edel
961,44056,Fred Dekker
962,84981,Brian Trenchard-Smith
963,1318092,Paul J. Lombardi
964,1927,Blake Edwards
965,52894,Laurence Dunmore
966,70221,Christian Carion
967,51298,Dax Shepard
968,140372,David Palmer
969,17608,Rowan Joffe
970,96166,John Curran
971,84714,Juan José Campanella
972,34517,Trey Parker
973,76418,Stuart Gillard
974,102634,Katt Shea
975,64139,Joshua Michael Stern
976,74396,Tomas Alfredson
977,72624,John Duigan
978,4967,Colin Higgins
979,58514,Jim Sonzero
980,58448,Penelope Spheeris
981,56578,Jeff Tremaine
982,16187,Jeannot Szwarc
983,72757,Steve McQueen
984,1096867,Thea Sharrock
985,52114,Jon Lucas
986,226089,Scott Moore
987,1027737,Robin Budd
988,1027738,Donovan Cook
989,929825,Ava DuVernay
990,142007,Steve Trenbirth
991,61087,Mennan Yapo
992,93301,Jun Falkenstein
993,17867,Tom McCarthy
994,20310,Takashi Shimizu
995,47893,Gary Nelson
996,45052,Anton Corbijn
997,16395,Gregory Nava
998,26095,John Patrick Shanley
999,86051,Joshua Logan
1000,57521,Steve Beck
1001,222470,Todd Strauss-Schulson
1002,9200,John McNaughton
1003,45627,Nelson McCormick
1004,51445,Eric Valette
1005,41549,Andrew Fleming
1006,56501,Michael Spierig
1007,56502,Peter Spierig
1008,111686,Jim Field Smith
1009,56789,Thomas Bezucha
1010,62768,William Brent Bell
1011,61970,Ben Gluck
1012,131242,Anthony Bell
1013,53014,Jessica Bendinger
1014,142272,Henry Joost
1015,142276,Ariel Schulman
1016,228,Ed Harris
1017,2636,Alfred Hitchcock
1018,129718,Shana Feste
1019,54590,Steve Rash
1020,24173,Mike Binder
1021,69593,Michael J. Bassett
1022,73161,Frank Nissen
1023,57607,Stephen Chow
1024,64149,Peter Hastings
1025,1216735,Paul Abascal
1026,58059,Chris Koch
1027,57434,Amy Heckerling
1028,17087,Michael Moore
1029,18738,George Stevens
1030,21807,Billy Ray
1031,57199,Mark Mylod
1032,936154,Stephen St. Leger
1033,1311595,James Mather
1034,87178,Michael O. Sajbel
1035,36147,Charles T. Kanganis
1036,66039,Damon Santostefano
1037,12698,Bob Clark
1038,53332,Frank Passingham
1039,80537,Dave Borthwick
1040,80538,Jean Duval
1041,1046142,Benson Lee
1042,58403,Glen Morgan
1043,65452,Mike Leigh
1044,72960,Alejandro Monteverde
1045,66728,Jonathan Glazer
1046,556172,J.C. Chandor
1047,84021,Paul Gross
1048,15219,Marc Abraham
1049,16863,Todd Haynes
1050,74924,Mabrouk El Mechri
1051,202,Charlie Kaufman
1052,47503,Nancy Walker
1053,44848,Angelo Pizzo
1054,116370,Matthew Diamond
1055,185,Katsuhiro Ōtomo
1056,44847,David Anspaugh
1057,23287,Andrew Jarecki
1058,69696,Daniel Algrant
1059,77964,Mike Barker
1060,1098107,Wayne Thornley
1061,1339129,Gnana Rajasekaran
1062,1275019,Tom Walsh
1063,57454,Jonathan Jakubowicz
1064,1179590,Scott Walker
1065,68770,Mark Rosman
1066,1585252,Rob Hawk
1067,113733,Britt Allcroft
1068,70110,Alan Yuen
1069,126945,Brian Percival
1070,26481,Anand Tucker
1071,40199,Anthony Mann
1072,71280,Michael Dowse
1073,84061,Daniel Barnz
1074,716,Emile Ardolino
1075,9789,Robert Altman
1076,1617,James Schamus
1077,62721,Andrew Douglas
1078,17835,Ricky Gervais
1079,1551346,Matthew Robinson
1080,15358,Vic Armstrong
1081,17447,Terry Zwigoff
1082,36805,Audrey Wells
1083,65548,Rick Friedberg
1084,129952,Sean McNamara
1085,54710,Jody Hill
1086,62541,Brandon Camp
1087,101518,Kevin Tancharoen
1088,55476,Nicholas Hytner
1089,86203,Bart Freundlich
1090,86194,James Sbardellati
1091,86195,Peter Merwin
1092,12846,William A. Fraker
1093,19665,John Boorman
1094,61921,Courtney Solomon
1095,67897,Jeff Kanew
1096,225898,István Szabó
1097,12677,Matthew Robbins
1098,67767,Hal Needham
1099,71872,Jeff Nichols
1100,97942,Jonathan Teplitzky
1101,6011,Michael Haneke
1102,12714,Zack Ward
1103,56173,Mike Marvin
1104,57030,Gregor Jordan
1105,21678,Olivier Assayas
1106,107730,Tran Anh Hung
1107,57154,Lance Hool
1108,57557,Christian Volckman
1109,95320,Rodrigo Cortés
1110,10995,David Hayter
1111,61373,Cory Edwards
1112,61371,Todd Edwards
1113,61372,Tony Leech
1114,2589,Terry George
1115,18184,Xavier Gens
1116,51864,Kasi Lemmons
1117,1024823,Brian A Miller
1118,2876,Matt Dillon
1119,14674,George Cukor
1120,89113,John Robert Hoffman
1121,2150,Kevin Greutert
1122,58316,John Fortenberry
1123,130687,Erik White
1124,75687,Christian Robinson
1125,168667,Jason Moore
1126,57895,Robert Harmon
1127,130822,Trent Cooper
1128,150641,Gary Halvorson
1129,2765,Nicholas Ray
1130,67619,Guy Green
1131,932248,Fede Alvarez
1132,64508,Sidney J. Furie
1133,190339,Ian Iqbal Rashid
1134,19000,Wayne Kramer
1135,63943,Rowdy Herrington
1136,134639,Jim Goddard
1137,29342,Noel Marshall
1138,40541,Andrea Di Stefano
1139,66856,Guillaume Ivernel
1140,66857,Arthur Qwak
1141,30422,Jack Smight
1142,587800,Todd Lincoln 
1143,34611,Howard Zieff
1144,67795,Steven Shainberg
1145,29226,Julian Jarrold
1146,54597,Joe Nussbaum
1147,78118,Vadim Perelman
1148,67717,Michel Hazanavicius
1149,110618,Cyrus Nowrasteh
1150,20824,Perry Andelin Blake
1151,143079,Christian E. Christiansen
1152,16590,Sheldon Lettich
1153,76230,Diane English
1154,75043,Peter Flinth
1155,64815,Robert Iscove
1156,67781,Peter Kosminsky
1157,17278,Nick Gomez
1158,16834,Allen Coulter
1159,51600,Clare Kilner
1160,15361,Josef Rusnak
1161,302339,Lance Rivera
1162,7501,Ronald Neame
1163,173607,Bruce Paltrow
1164,50583,Adam Rifkin
1165,1011,Susanne Bier
1166,19142,Kenneth Johnson
1167,54441,James Ivory
1168,73832,Jessy Terrero
1169,37627,Dany Boon
1170,54176,Nicolas Guy
1171,72133,Vicente Amorim
1172,14597,Gaspar Noé
1173,69987,Jérôme Salle
1174,2176,Tommy Lee Jones
1175,114646,Jesse Vaughan
1176,140151,William Bindley
1177,58667,Wayne Beach
1178,21647,Gérard Krawczyk
1179,145304,Udayan Prasad
1180,87537,Yoon Je-kyoon
1181,77965,Morten Tyldum
1182,1113116,Andy Muschietti
1183,58094,Gillian Armstrong
1184,63306,James Watkins
1185,19228,Jim Fall
1186,76422,Ric Roman Waugh
1187,11012,Michael Dougherty
1188,57604,Joel Gallen
1189,76998,James Marsh
1190,34481,Matt Williams
1191,94108,Dennis Iliadis
1192,33341,Rick Rosenthal
1193,5292,Denzel Washington
1194,21183,Nicolas Winding Refn
1195,58628,Sara Sugarman
1196,17597,Juan Carlos Fresnadillo
1197,71947,Gina Prince-Bythewood
1198,78562,Phil Traill
1199,69237,Joe Berlinger
1200,1223175,Elizabeth Allen Rosenbaum
1201,50460,Michael Mayer
1202,58260,Martin Weisz
1203,9039,John Ottman
1204,56453,John Bonito
1205,136153,Peter Atencio
1206,33316,David Nutter
1207,139098,Derek Cianfrance
1208,27889,Stephan Elliott
1209,67753,Mark L. Lester
1210,36423,Tom Green
1211,78298,Mike Nawrocki
1212,1670361,Catherine Owens
1213,71901,Douglas Aarniokoski
1214,75646,Bryan Barber
1215,1176,Lone Scherfig
1216,69597,Drew Barrymore
1217,16304,Brian Koppelman
1218,16305,David Levien
1219,15890,James Foley
1220,13,Albert Brooks
1221,104507,Steve Gomer
1222,150,RZA
1223,1219210,Mark Piznarski
1224,53267,Craig Brewer
1225,161858,David Raynr
1226,57962,Mort Nathan
1227,29648,Dan Curtis
1228,151232,Wil Shriner
1229,54472,Martin McDonagh
1230,84124,Tina Gordon Chism
1231,57630,Peter Cattaneo
1232,56263,Mary Lambert
1233,18204,Peter Kassovitz
1234,50719,Rodman Flender
1235,62872,Katja von Garnier
1236,57446,Mark Romanek
1237,37948,Brad Anderson
1238,1044,Michael Chapman
1239,3131,Antonio Banderas
1240,1498767,Khalil Sullins
1241,68,Fritz Lang
1242,64992,Hou Hsiao-hsien
1243,68519,Andrey Zvyagintsev
1244,57207,Tony Jaa
1245,57274,Panna Rittikrai
1246,45996,Ryûhei Kitamura
1247,16730,Darrell James Roodt
1248,53935,Dito Montiel
1249,15115,Stefan Ruzowitzky
1250,122582,Jake Paltrow
1251,78001,Juraj Jakubisko
1252,1199049,Anthony Silverston
1253,119953,Gabe Ibáñez
1254,21394,Gerry Lively
1255,59911,Daniele Luchetti
1256,240150,Derek Yee Tung-Sing
1257,22669,Julien Temple
1258,119665,Gregory Jacobs
1259,144519,Gilles Paquet-Brenner
1260,1219769,Peter Cousens
1261,42,Lars von Trier
1262,57594,John Cornell
1263,99710,Vidhu Vinod Chopra
1264,59958,Jamie Blanks
1265,8876,Randal Kleiser
1266,78297,Phil Vischer
1267,51866,Rick Famuyiwa
1268,111247,Alan Cohn
1269,24657,Franco Zeffirelli
1270,64796,Tom Holland
1271,69579,James Isaac
1272,2880,Emilio Estevez
1273,168798,Josh Schwartz
1274,7482,Julian Schnabel
1275,5010,Todd Field
1276,19012,Davis Guggenheim
1277,56913,Stephen Carpenter
1278,66222,James Fargo
1279,11983,Alain Resnais
1280,554948,Chao-Bin Su
1281,30711,Kenneth Lonergan
1282,73833,Bo Zenga
1283,56591,Danny Leiner
1284,56828,Christopher Cain
1285,1141683,Theodore Melfi
1286,7397,Ed Decter
1287,56953,Gene Quintano
1288,20218,Eric Bress
1289,20219,J. Mackye Gruber
1290,76705,Preston A. Whitmore II
1291,58036,Kirk Wong
1292,18320,Bronwen Hughes
1293,65678,John Lafia
1294,134156,Sam Miller
1295,2036,Alex Garland
1296,66116,Mark Brown
1297,41887,Michael Polish
1298,56714,Daisy von Scherler Mayer
1299,83281,Lenny Abrahamson
1300,72450,Bob Saget
1301,10367,John Waters
1302,34692,Craig Bolotin
1303,33541,Mark Christopher
1304,58518,Blair Hayes
1305,21339,Jez Butterworth
1306,90,Isabel Coixet
1307,1357,Christopher Doyle
1308,6220,Gurinder Chadha
1309,16927,Gérard Depardieu
1310,21768,Sylvain Chomet
1311,21769,Bruno Podalydès
1312,21681,Nobuhiro Suwa
1313,21683,Oliver Schmitz
1314,21771,Daniela Thomas
1315,37626,Patrice Leconte
1316,47773,Paul Mazursky
1317,19311,Stephen Chbosky
1318,82033,Jon Hess
1319,155531,Joe Cornish
1320,78866,John H. Lee
1321,944713,John Stainton
1322,227936,Benedek Fliegauf
1323,1035,Paul Schrader
1324,130837,Stewart Hendler
1325,31497,John Cromwell
1326,32427,W.S. Van Dyke
1327,55299,Mark Herman
1328,39104,Abel Ferrara
1329,61847,Ethan Maniquis
1330,37852,George Hickenlooper
1331,64883,Kang Je-gyu
1332,56506,William Dear
1333,126597,Stéphane Aubier
1334,126599,Vincent Patar
1335,1092607,Benjamin Renner
1336,12840,John Badham
1337,90429,Mike McCoy
1338,17403,Mike Judge
1339,57691,Tamra Davis
1340,1299380,Nima Nourizadeh
1341,13265,Franklin J. Schaffner
1342,77147,John Erick Dowdle
1343,56735,David Moreau
1344,56736,Xavier Palud
1345,234818,Christopher Erskin
1346,65298,Brian Henson
1347,1027017,Dan Cutforth
1348,1027018,Jane Lipsitz
1349,1053420,Josh Boone
1350,836732,Jake Schreier
1351,232937,Cheryl Dunye
1352,15521,Ernest R. Dickerson
1353,229097,Lionel C. Martin
1354,486,Wallace Wolodarsky
1355,81856,Nicholas Jarecki
1356,1099862,Dean Israelite
1357,81727,Darnell Martin
1358,7130,Scott Alexander
1359,7131,Larry Karaszewski
1360,27991,Stuart Gordon
1361,13524,Christopher Guest
1362,10757,Jane Campion
1363,64061,Fred Schepisi
1364,42617,Antonia Bird
1365,10395,Jon Poll
1366,56194,Paolo Sorrentino
1367,42518,Peter Care
1368,10099,Park Chan-wook
1369,53708,Ira Sachs
1370,68212,Carroll Ballard
1371,3317,Takeshi Kitano
1372,5192,Marco Kreuzpaintner
1373,47275,Lajos Koltai
1374,72427,Alan Rudolph
1375,92015,Lu Chuan
1376,1438306,Lijun Sun
1377,43652,Takashi Yamazaki
1378,41041,Christopher Smith
1379,1128550,Timothy Hines
1380,29700,David Winters
1381,5026,Akira Kurosawa
1382,83224,Jamie Thraves
1383,103602,Mabel Cheung
1384,6733,Dan Mazer
1385,1284493,R.J. Cutler
1386,12920,David S. Ward
1387,21677,Barnaby Thompson
1388,123694,Rob Pritts
1389,77269,John Crowley
1390,82221,Brendan Malloy
1391,82222,Emmett Malloy
1392,4483,Dustin Hoffman
1393,50942,Gregory Poirier
1394,133502,Simon Curtis
1395,113641,Dewey Nicks
1396,107414,Philip Saville
1397,1462,Tim Blake Nelson
1398,83467,William A. Graham
1399,18854,Martin Ritt
1400,1241,John Turturro
1401,1128,Agnieszka Holland
1402,2679,David Hackl
1403,132257,Giuliano Montaldo
1404,229568,Lisa Azuelos
1405,38774,Ray Lawrence
1406,35736,Karan Johar
1407,90508,Ruairi Robinson
1408,54525,Jaume Balagueró
1409,30368,Jon Kasdan
1410,135534,Léa Pool
1411,67834,Floyd Mutrux
1412,14086,Sajid Khan
1413,112630,Dean Wright
1414,85340,Eric Lartigau
1415,432629,Shintaro Shimosawa
1416,2675,Darren Lynn Bousman
1417,53120,James DeMonaco
1418,9894,Bernhard Wicki
1419,35318,Ken Annakin
1420,57142,Andrew Marton
1421,15378,Carol Reed
1422,141706,Chuck Sheetz
1423,57433,George Ogilvie
1424,65133,Marcus Raboy
1425,2128,Leigh Whannell
1426,77300,Michael Schultz
1427,71548,Peter Sollett
1428,12648,Bob Dolman
1429,47364,Greg Coolidge
1430,592493,David Lowery
1431,145142,Ciaran Foy
1432,225556,Salim Akil
1433,62369,Olatunde Osunsanmi
1434,78997,Leon Ichaso
1435,64195,Joseph Zito
1436,55439,Patricia Rozema
1437,60243,Rob Schmidt
1438,59413,Ben Garant
1439,57492,Morgan Spurlock
1440,57692,Neal Brennan
1441,1409418,Tuck Tucker
1442,120515,Theodore Witcher
1443,33192,Joel Edgerton
1444,307546,Jim Hanon
1445,59412,Michael Patrick Jann
1446,62863,Jorma Taccone
1447,141825,Rusty Cundieff
1448,938681,James Duffy
1449,938682,Patrik Forsberg
1450,1272994,Jonathan van Tulleken
1451,1579630,Will Graham
1452,57173,Jeff Lowell
1453,71551,Lorene Scafaria
1454,51023,Marcus Dunstan
1455,1082114,Timothy Bjorklund
1456,78012,François Girard
1457,65390,Scott Kalvert
1458,23532,Jason Bateman
1459,14409,David Schwimmer
1460,83198,Allan Arkush
1461,60045,Eric Bross
1462,15892,Dan Fogelman
1463,45405,Jay Duplass
1464,45407,Mark Duplass
1465,78160,Luca Guadagnino
1466,21475,John Putch
1467,21377,Peter Medak
1468,93911,Terence Davies
1469,23858,Harley Cokeliss
1470,66512,Tom Brady
1471,1300274,Jason Zada
1472,5656,Noah Baumbach
1473,95818,Eric Blakeney
1474,1032103,Rakesh Roshan
1475,126910,Derrick Borte
1476,228797,Richard Kwietniowski
1477,59410,Bob Odenkirk
1478,93047,Joshua Seftel
1479,22461,Vincent Gallo
1480,19069,Claude Chabrol
1481,12219,Jon Stewart
1482,37577,Bigas Luna
1483,5469,Ralph Fiennes
1484,11013,Dan Harris
1485,141450,Mel Smith
1486,95024,Bobcat Goldthwait
1487,65317,Jake Scott
1488,69801,Alan Metter
1489,1432207,Rafa Lara
1490,55948,Alan Smithee
1491,133259,Arthur Hiller
1492,17845,Michael Meredith
1493,129716,Julio DePietro
1494,89395,Katherine Dieckmann
1495,219961,Kim Farrant
1496,69144,Scott Marshall Smith
1497,57865,Álex de la Iglesia
1498,81328,Andrew Traucki
1499,4910,Michael Clancy
1500,31120,Robert Adetuyi
1501,22140,Kari Skogland
1502,1291685,Taedong Park
1503,1395853,Mauricio De la Orta
1504,42092,Benedikt Erlingsson
1505,25527,Jason Connery
1506,87121,Vic Sarin
1507,1434341,Jim Issa
1508,107630,William Phillips
1509,1271,Andy García
1510,232858,Sarik Andreasyan
1511,63052,Julian Gilbey
1512,33094,Gary Sherman
1513,1040955,Valeri Milev
1514,4081,Stanley Kramer
1515,309,Pedro Almodóvar
1516,70616,Gerald Potterton
1517,119819,Anurag Basu
1518,110427,Kriv Stenders
1519,35770,Yash Chopra
1520,98521,Floria Sigismondi
1521,72197,Ferzan Ozpetek
1522,65627,Kris Isacsson
1523,24294,Ben Younger
1524,74063,Daniel Taplitz
1525,54240,Tamara Jenkins
1526,1214860,Linda Mendoza
1527,7678,Hart Bochner
1528,59023,Stewart Raffill
1529,1296119,Na Hong-jin
1530,565524,Chatrichalerm Yukol
1531,4955,Dario Argento
1532,121588,Eric Lavaine
1533,59923,Marc Forby
1534,56195,Ole Christian Madsen
1535,1045480,Meiert Avis
1536,96627,André Téchiné
1537,47201,Emily Young
1538,58453,Peter Faiman
1539,145169,Martyn Pick
1540,33036,Roland Suso Richter
1541,75544,Jeremy Sims
1542,64210,Maïwenn
1543,74569,Joby Harold
1544,49605,Ekachai Uekrongtham
1545,21958,Mark Rydell
1546,109692,David E. Talbert
1547,53767,Roger Vadim
1548,22558,Nils Gaup
1549,991868,Ari Sandel
1550,6198,Vondie Curtis-Hall
1551,51795,Tom Elkins
1552,85006,Kang Woo-Suk
1553,102445,John Sayles
1554,88142,Vipul Amrutlal Shah
1555,15488,Ken Loach
1556,87378,Ayan Mukherjee
1557,9054,Mervyn LeRoy
1558,70579,Serdar Akar
1559,70580,Sadullah Şentürk
1560,68457,James Frawley
1561,57113,Dan Gilroy
1562,16959,Jonathan Dayton
1563,16960,Valerie Faris
1564,127936,Chris Stokes
1565,14773,Don Siegel
1566,78029,Martin Lawrence
1567,67316,Masayuki Ochiai
1568,1211000,Tom Gormican
1569,99339,Ken Shapiro
1570,1354959,Justin Tipping
1571,9868,Peter R. Hunt
1572,109640,Doug Atchison
1573,130128,Jonas Elmer
1574,16378,Mary Harron
1575,32868,Erik Canuel
1576,54795,Troy Duffy
1577,56539,Nicole Holofcener
1578,230059,Matty Rich
1579,144277,Fina Torres
1580,1019303,Duke Johnson
1581,4387,François Ozon
1582,53068,Ryan Fleck
1583,53069,Anna Boden
1584,122449,Steve James
1585,19244,Michael Winner
1586,96676,Tomm Moore
1587,96677,Nora Twomey
1588,45117,John Carney
1589,53212,David Jacobson
1590,77076,Michael Corrente
1591,1134201,Edward Hall
1592,33054,Keith Gordon
1593,64754,Andrew Currie
1594,36422,Luke Wilson
1595,71555,Andrew Wilson
1596,73588,Marc Schölermann
1597,115677,Coky Giedroyc
1598,137064,Robert Moresco
1599,4453,Thomas Vinterberg
1600,101399,Claudia Llosa
1601,93136,Charles Binamé
1602,228311,Keith Parmer
1603,17510,Ol Parker
1604,1088096,James Nunn
1605,7191,David Webb Peoples
1606,101233,Michael Winnick
1607,44916,Stanley Tong
1608,585161,David Oelhoffen
1609,32765,Tony Richardson
1610,84113,Charles Robert Carner
1611,229198,Russell Holt
1612,18209,Claude Miller
1613,107039,Sacha Bennett
1614,77162,Rodrigo García
1615,968998,Jeta Amata
1616,35785,Siddharth Anand
1617,20709,Vincent Paronnaud
1618,20659,Marjane Satrapi
1619,52961,Dennis Gansel
1620,94918,Daniel Barber
1621,102797,Robert Marcarelli
1622,5917,Ernie Barbarash
1623,9915,Guy Hamilton
1624,16328,Adam Brooks
1625,20412,Michael Anderson
1626,52159,James D. Stern
1627,92935,Don Kempf
1628,66681,Matt Bettinelli-Olpin
1629,1039527,Tyler Gillett
1630,158835,Sharron Miller
1631,58292,Aaron Schneider
1632,120615,Tom Ford
1633,70415,Tony Maylam
1634,86164,Mitch Davis
1635,40220,Kevin Brodie
1636,83287,Lynne Ramsay
1637,1387618,John Stephenson
1638,550857,Tim Chambers
1639,19333,Dick Richards
1640,36187,Bob Gosse
1641,88077,Alex Zamm
1642,131521,Spencer Susser
1643,72467,Thaddeus O'Sullivan
1644,72205,Shari Springer Berman
1645,72206,Robert Pulcini
1646,270361,Aleksey German
1647,96745,Stephen Milburn Anderson
1648,20766,Richard E. Grant
1649,141503,David Lam
1650,1006810,Vladlen Barbe
1651,1150877,Maksim Sveshnikov
1652,107274,Richard Rich
1653,27745,Robert C. Cooper
1654,646785,Kim Nguyen
1655,17183,Jackie Earle Haley
1656,22677,Max Färberböck
1657,76009,Arie Posin
1658,77062,Damian Nieman
1659,86482,Mark Tonderai
1660,109978,Ian Fitzgibbon
1661,942251,Rachel Perkins
1662,82219,Luis Valdez
1663,21278,Alan Alda
1664,65420,Louis Morneau
1665,4522,Caroline Link
1666,1053020,Sterling Van Wagenen
1667,933739,Zal Batmanglij
1668,95972,Hans Petter Moland
1669,34110,Oren Moverman
1670,113907,Ian Sharp
1671,4780,Wolfgang Becker
1672,5045,Dan O'Bannon
1673,9577,George Roy Hill
1674,5834,Robert Stevenson
1675,18868,Jerome Robbins
1676,95458,Gary Hardwick
1677,29962,King Vidor
1678,2223,Fred Savage
1679,62410,Sammo Hung
1680,32813,Dominique Othenin-Girard
1681,111085,Jean-Jacques Mantello
1682,3191,Risa Bramon Garcia
1683,51996,Brian Klugman
1684,929917,Lee Sternthal
1685,589159,Matt Piedmont
1686,99496,Raymond De Felitta
1687,65594,John Michael McDonagh
1688,77911,Deb Hagan
1689,84833,Zach Cregger
1690,84834,Trevor Moore
1691,5367,Zach Braff
1692,18679,Mark Tarlov
1693,17114,John Cameron Mitchell
1694,80006,Jon Knautz
1695,67910,David Atkins
1696,59210,Patrick Stettner
1697,7767,Sam Peckinpah
1698,4782,Michael Crichton
1699,24757,Sylvio Tabet
1700,71339,Rick Bieber
1701,16484,Joey Lauren Adams
1702,4065,Fred Zinnemann
1703,75882,S.R. Bindler
1704,57125,Greg Marcks
1705,124783,Perry Lang
1706,114596,Jake Goldberger
1707,228177,William Kaufman
1708,152249,Jim O'Hanlon
1709,17520,Cédric Klapisch
1710,1280037,Kate Barker-Froyland
1711,80630,Martin Koolhoven
1712,122728,Charles Matthau
1713,1102620,Christopher Bessette
1714,57214,Prachya Pinkaew
1715,20779,Gary Sinyor
1716,131856,Ashish R. Mohan
1717,54526,Paco Plaza
1718,77441,Darren Grant
1719,24045,Joseph Gordon-Levitt
1720,554946,William Sachs
1721,43993,Christophe Barratier
1722,6980,Émile Gaudreault
1723,40508,James Cox
1724,56381,James Toback
1725,16767,Aki Kaurismäki
1726,71080,Hitoshi Matsumoto
1727,53671,Rakeysh Omprakash Mehra
1728,1288700,Collin Schiffli
1729,46802,George Ratliff
1730,70520,Shane Meadows
1731,89824,Jon Wright
1732,83415,Michael McGowan
1733,11916,Liv Ullmann
1734,85445,Rohan Sippy
1735,568322,Dan Trachtenberg
1736,1302082,David F. Sandberg
1737,84962,Stiles White
1738,239574,Eugenio Derbez
1739,33064,Henry Koster
1740,6884,Patty Jenkins
1741,54248,Christopher B. Landon
1742,928915,David Gelb
1743,551463,Mike Flanagan
1744,105648,Nat Faxon
